type_id,start_station_id,dest_station_id,price_start,price_dest,volume_remain_start,volume_remain_dest,supply_start,supply_dest,sell_price_low_dest,sell_price_avg_dest,sell_volume_avg_dest
9808,60011866,60004588,985000.0,1100000.0,1,1,72,16,1285000.0,1285000.0,12.0
9826,60004588,60003760,250.0,300.0,5,57,5,2829,231.8,251.877,14344.0
9826,60005686,60003760,50.0099983215332,300.0,10,57,10,2829,231.8,251.877,14344.0
9826,60005686,60004588,50.0099983215332,250.0,10,5,10,5,341.0,349.746,76.0
9826,60005686,60011866,50.0099983215332,151.5,10,1,10,1,130.4,233.038,73.0
9826,60008494,60003760,46.02000045776367,300.0,49,57,56,2829,231.8,251.877,14344.0
9826,60008494,60004588,46.02000045776367,250.0,49,5,56,5,341.0,349.746,76.0
9826,60008494,60011866,46.02000045776367,151.5,49,1,56,1,130.4,233.038,73.0
9826,60011866,60003760,151.5,300.0,1,57,1,2829,231.8,251.877,14344.0
9826,60011866,60004588,151.5,250.0,1,5,1,5,341.0,349.746,76.0
9828,60003760,60004588,773.5,1000.0,331578,74040,6886202,74040,679.9,679.92,121630.0
9828,60003760,60011866,773.5,1497.0,331578,112766,6886202,231714,740.0,740.713,1366490.0
9828,60004588,60011866,1000.0,1497.0,74040,112766,74040,231714,740.0,740.713,1366490.0
9828,60005686,60011866,1100.0,1497.0,138613,112766,138613,231714,740.0,740.713,1366490.0
9828,60008494,60004588,781.5999755859375,1000.0,2320,74040,696941,74040,679.9,679.92,121630.0
9828,60008494,60011866,781.5999755859375,1497.0,2320,112766,696941,231714,740.0,740.713,1366490.0
9830,60003760,60008494,11660.0,15000.0,2250,22823,858062,22823,12000.0,12105.9,405719.0
9830,60004588,60008494,11240.0,15000.0,125,22823,380,22823,12000.0,12105.9,405719.0
9830,60005686,60008494,11300.0,15000.0,141463,22823,146678,22823,12000.0,12105.9,405719.0
9830,60011866,60003760,10450.0,11660.0,3917,2250,115632,858062,12680.0,13346.2,705972.0
9830,60011866,60008494,10450.0,15000.0,3917,22823,115632,22823,12000.0,12105.9,405719.0
9836,60003760,60004588,11390.0,15600.0,92040,20000,1166953,23415,11700.0,11887.5,66058.0
9836,60005686,60004588,12700.0,15600.0,3000,20000,29145,23415,11700.0,11887.5,66058.0
9836,60008494,60004588,10990.0,15600.0,2485,20000,23025,23415,11700.0,11887.5,66058.0
9836,60008494,60011866,10990.0,12380.0,2485,300,23025,14011,11680.0,11751.1,71130.0
9836,60011866,60004588,12380.0,15600.0,300,20000,14011,23415,11700.0,11887.5,66058.0
9838,60008494,60003760,12150.0,14030.0,4882,3467,182607,1078796,12620.0,13008.4,2231526.0
9838,60008494,60004588,12150.0,14300.0,4882,2000,182607,4915,8242.0,12245.4,57232.0
9838,60011866,60003760,12600.0,14030.0,860,3467,3490,1078796,12620.0,13008.4,2231526.0
9838,60011866,60004588,12600.0,14300.0,860,2000,3490,4915,8242.0,12245.4,57232.0
9842,60003760,60004588,13700.0,16000.0,15,820,1147235,820,11400.0,11400.0,14186.0
9842,60005686,60004588,13680.0,16000.0,465,820,465,820,11400.0,11400.0,14186.0
9842,60008494,60003760,12370.0,13700.0,777,15,565062,1147235,12180.0,13203.2,1457382.0
9842,60008494,60004588,12370.0,16000.0,777,820,565062,820,11400.0,11400.0,14186.0
9842,60011866,60004588,13200.0,16000.0,50456,820,74980,820,11400.0,11400.0,14186.0
9844,60004588,60003760,125.0999984741211,13240.0,20,3000,20,71089,2502.0,6287.0,48934.0
9844,60004588,60011866,125.0999984741211,574.0999755859375,20,30,20,30,10.11,4821.79,59.0
9844,60011866,60003760,574.0999755859375,13240.0,30,3000,30,71089,2502.0,6287.0,48934.0
9846,60011866,60003760,119800.0,131800.0,560,1200,560,69546,139900.0,139970.0,34038.0
9850,60003760,60011866,1290.0,999900.0,28310,10,88952,19,748.7,748.7,1346059.0
9850,60008494,60003760,590.0,1290.0,2823,28310,2823,88952,467.1,744.071,376811.0
9850,60008494,60011866,590.0,999900.0,2823,10,2823,19,748.7,748.7,1346059.0
9852,60008494,60003760,57.02000045776367,243.5,14703,59,14703,750698,51.07,138.6,980219.0
9852,60011866,60003760,44.400001525878906,243.5,131,59,131,750698,51.07,138.6,980219.0
9899,60003760,60008494,9497000.0,10930000.0,5,1,191,44,10100000.0,10127000.0,95.0
9941,60003760,60008494,9500000.0,10530000.0,4,23,36,65,10000000.0,10008600.0,52.0
9942,60003760,60011866,9168000.0,10590000.0,5,1,155,95,10340000.0,10352000.0,155.0
9942,60005686,60011866,9450000.0,10590000.0,15,1,15,95,10340000.0,10352000.0,155.0
9943,60003760,60008494,9395000.0,10700000.0,1,2,242,69,10540000.0,10553200.0,54.0
9944,60004588,60003760,79900.0,108000.0,62,481,62,923,96180.0,97922.0,13320.0
9944,60004588,60008494,79900.0,94700.0,62,58,62,2754,90830.0,90838.8,1186.0
9944,60005686,60003760,68980.0,108000.0,3,481,1968,923,96180.0,97922.0,13320.0
9944,60005686,60004588,68980.0,79900.0,3,62,1968,62,82890.0,82896.2,1948.0
9944,60005686,60008494,68980.0,94700.0,3,58,1968,2754,90830.0,90838.8,1186.0
9944,60008494,60003760,94700.0,108000.0,58,481,2754,923,96180.0,97922.0,13320.0
9944,60011866,60003760,60000.0,108000.0,13,481,13,923,96180.0,97922.0,13320.0
9944,60011866,60004588,60000.0,79900.0,13,62,13,62,82890.0,82896.2,1948.0
9944,60011866,60008494,60000.0,94700.0,13,58,13,2754,90830.0,90838.8,1186.0
9947,60003760,60008494,2972000.0,3668000.0,1,4,408,493,3294000.0,3294000.0,882.0
9947,60003760,60011866,2972000.0,4298000.0,1,9,408,46,3174000.0,3174910.0,139.0
9947,60004588,60008494,2849000.0,3668000.0,15,4,18,493,3294000.0,3294000.0,882.0
9947,60004588,60011866,2849000.0,4298000.0,15,9,18,46,3174000.0,3174910.0,139.0
9947,60005686,60011866,3642000.0,4298000.0,19,9,30,46,3174000.0,3174910.0,139.0
9947,60008494,60011866,3668000.0,4298000.0,4,9,493,46,3174000.0,3174910.0,139.0
9950,60003760,60004588,1749000.0,5000000.0,428,1,4086,1,4470000.0,4470840.0,2.0
9950,60003760,60008494,1749000.0,1950000.0,428,53,4086,553,2500000.0,2500000.0,518.0
9950,60003760,60011866,1749000.0,2363000.0,428,19,4086,126,3600000.0,7673500.0,50.0
9950,60005686,60004588,3199000.0,5000000.0,20,1,43,1,4470000.0,4470840.0,2.0
9950,60008494,60004588,1950000.0,5000000.0,53,1,553,1,4470000.0,4470840.0,2.0
9950,60008494,60011866,1950000.0,2363000.0,53,19,553,126,3600000.0,7673500.0,50.0
9950,60011866,60004588,2363000.0,5000000.0,19,1,126,1,4470000.0,4470840.0,2.0
9956,60003760,60004588,3797000.0,8000000.0,6,3,91,3,6450000.0,7884750.0,42.0
9956,60003760,60008494,3797000.0,4499000.0,6,3,91,40,5700000.0,6317430.0,86.0
9956,60005686,60004588,3500000.0,8000000.0,3,3,4,3,6450000.0,7884750.0,42.0
9956,60005686,60008494,3500000.0,4499000.0,3,3,4,40,5700000.0,6317430.0,86.0
9956,60008494,60004588,4499000.0,8000000.0,3,3,40,3,6450000.0,7884750.0,42.0
9956,60011866,60003760,3352000.0,3797000.0,1,6,96,91,4986000.0,5503230.0,433.0
9956,60011866,60004588,3352000.0,8000000.0,1,3,96,3,6450000.0,7884750.0,42.0
9956,60011866,60008494,3352000.0,4499000.0,1,3,96,40,5700000.0,6317430.0,86.0
9957,60003760,60004588,22110000.0,25500000.0,1,18,59,18,29990000.0,29990000.0,11.0
9957,60003760,60008494,22110000.0,26130000.0,1,18,59,25,24920000.0,25340400.0,40.0
9957,60003760,60011866,22110000.0,25500000.0,1,13,59,13,25500000.0,25500000.0,18.0
10039,60003760,60004588,690.0,8800.0,7,304,4083,870,4990.0,4990.0,367.0
10039,60003760,60008494,690.0,1788.0,7,9132,4083,9138,7488.0,7488.0,165.0
10039,60008494,60004588,1788.0,8800.0,9132,304,9138,870,4990.0,4990.0,367.0
10039,60011866,60004588,1499.0,8800.0,436,304,607,870,4990.0,4990.0,367.0
10039,60011866,60008494,1499.0,1788.0,436,9132,607,9138,7488.0,7488.0,165.0
10151,60003760,60004588,4163000.0,14990000.0,13,49,2859,49,14880000.0,14880000.0,74.0
10151,60003760,60008494,4163000.0,4979000.0,13,26,2859,71,11390000.0,11462000.0,566.0
10151,60003760,60011866,4163000.0,14990000.0,13,41,2859,41,9490000.0,9490000.0,79.0
10151,60008494,60004588,4979000.0,14990000.0,26,49,71,49,14880000.0,14880000.0,74.0
10151,60008494,60011866,4979000.0,14990000.0,26,41,71,41,9490000.0,9490000.0,79.0
10152,60003760,60004588,20950000.0,29990000.0,2,44,816,44,29970000.0,29970000.0,43.0
10152,60003760,60008494,20950000.0,29000000.0,2,1,816,102,29060000.0,29060000.0,135.0
10152,60003760,60011866,20950000.0,29990000.0,2,36,816,36,29990000.0,29990000.0,24.0
10152,60005686,60004588,25580000.0,29990000.0,16,44,71,44,29970000.0,29970000.0,43.0
10152,60005686,60008494,25580000.0,29000000.0,16,1,71,102,29060000.0,29060000.0,135.0
10152,60005686,60011866,25580000.0,29990000.0,16,36,71,36,29990000.0,29990000.0,24.0
10155,60003760,60004588,4250000.0,14980000.0,1038,2,1355,59,13980000.0,13982900.0,56.0
10155,60003760,60011866,4250000.0,5000000.0,1038,225,1355,237,4500000.0,4920000.0,12.0
10155,60005686,60004588,5449000.0,14980000.0,1,2,60,59,13980000.0,13982900.0,56.0
10155,60008494,60004588,4200000.0,14980000.0,7,2,370,59,13980000.0,13982900.0,56.0
10155,60008494,60011866,4200000.0,5000000.0,7,225,370,237,4500000.0,4920000.0,12.0
10155,60011866,60004588,5000000.0,14980000.0,225,2,237,59,13980000.0,13982900.0,56.0
10156,60003760,60004588,21000000.0,29910000.0,10,1,254,53,29930000.0,29930000.0,49.0
10156,60003760,60011866,21000000.0,24210000.0,10,32,254,32,24980000.0,24987900.0,15.0
10156,60005686,60004588,26150000.0,29910000.0,1,1,79,53,29930000.0,29930000.0,49.0
10156,60008494,60004588,20890000.0,29910000.0,1,1,92,53,29930000.0,29930000.0,49.0
10156,60008494,60011866,20890000.0,24210000.0,1,32,92,32,24980000.0,24987900.0,15.0
10156,60011866,60004588,24210000.0,29910000.0,32,1,32,53,29930000.0,29930000.0,49.0
10164,60003760,60008494,2367000.0,12360000.0,45,5,321,204,10960000.0,10960000.0,323.0
10164,60003760,60011866,2367000.0,5990000.0,45,10,321,12,2500000.0,2500000.0,50.0
10164,60005686,60008494,2750000.0,12360000.0,2,5,2,204,10960000.0,10960000.0,323.0
10164,60005686,60011866,2750000.0,5990000.0,2,10,2,12,2500000.0,2500000.0,50.0
10164,60011866,60008494,5990000.0,12360000.0,10,5,12,204,10960000.0,10960000.0,323.0
10165,60003760,60004588,6397000.0,14990000.0,6,13,382,13,14990000.0,14990000.0,13.0
10165,60003760,60008494,6397000.0,14790000.0,6,24,382,48,14480000.0,14480000.0,77.0
10165,60003760,60011866,6397000.0,14980000.0,6,1,382,20,6376000.0,6376000.0,20.0
10166,60003760,60008494,13500000.0,21390000.0,57,1,125,12,29990000.0,29990000.0,2.0
10188,60003760,60004588,5500000.0,39950000.0,2,1,3,1,15000000.0,15000000.0,7.0
10188,60003760,60008494,5500000.0,54990000.0,2,3,3,11,53320000.0,53320000.0,13.0
10188,60003760,60011866,5500000.0,14300000.0,2,2,3,8,44400000.0,44400000.0,9.0
10188,60004588,60008494,39950000.0,54990000.0,1,3,1,11,53320000.0,53320000.0,13.0
10188,60005686,60004588,19000000.0,39950000.0,1,1,1,1,15000000.0,15000000.0,7.0
10188,60005686,60008494,19000000.0,54990000.0,1,3,1,11,53320000.0,53320000.0,13.0
10188,60011866,60004588,14300000.0,39950000.0,2,1,8,1,15000000.0,15000000.0,7.0
10188,60011866,60008494,14300000.0,54990000.0,2,3,8,11,53320000.0,53320000.0,13.0
10204,60003760,60004588,3928000.0,8800000.0,7,2,85,22,9200000.0,9200000.0,2.0
10204,60003760,60008494,3928000.0,8000000.0,7,3,85,3,26900000.0,26900000.0,5.0
10204,60003760,60011866,3928000.0,39000000.0,7,2,85,2,22480000.0,22480000.0,9.0
10204,60004588,60011866,8800000.0,39000000.0,2,2,22,2,22480000.0,22480000.0,9.0
10204,60005686,60011866,15000000.0,39000000.0,1,2,1,2,22480000.0,22480000.0,9.0
10204,60008494,60004588,8000000.0,8800000.0,3,2,3,22,9200000.0,9200000.0,2.0
10204,60008494,60011866,8000000.0,39000000.0,3,2,3,2,22480000.0,22480000.0,9.0
10208,60003760,60004588,20760000.0,24050000.0,6,1,241,51,23570000.0,23570000.0,30.0
10208,60003760,60011866,20760000.0,24950000.0,6,1,241,51,17990000.0,20315700.0,128.0
10208,60008494,60004588,20750000.0,24050000.0,1,1,1,51,23570000.0,23570000.0,30.0
10208,60008494,60011866,20750000.0,24950000.0,1,1,1,51,17990000.0,20315700.0,128.0
10209,60003760,60004588,112400000.0,125400000.0,14,8,88,10,137000000.0,137329000.0,6.0
10209,60003760,60008494,112400000.0,124200000.0,14,2,88,8,116000000.0,116855000.0,22.0
10209,60003760,60011866,112400000.0,129800000.0,14,3,88,12,116700000.0,116871000.0,18.0
10212,60003760,60004588,20900000.0,24350000.0,9,1,41,58,23070000.0,23082100.0,71.0
10212,60008494,60004588,20750000.0,24350000.0,2,1,76,58,23070000.0,23082100.0,71.0
10212,60011866,60004588,22010000.0,24350000.0,1,1,27,58,23070000.0,23082100.0,71.0
10213,60003760,60004588,112000000.0,133600000.0,9,7,231,19,133900000.0,133900000.0,8.0
10213,60003760,60011866,112000000.0,129700000.0,9,1,231,12,116700000.0,116886000.0,20.0
10213,60008494,60004588,120500000.0,133600000.0,1,7,1,19,133900000.0,133900000.0,8.0
10216,60004588,60008494,20140000.0,22350000.0,1,1,18,65,19950000.0,20656100.0,130.0
10216,60004588,60011866,20140000.0,22390000.0,1,1,18,1,22000000.0,22241100.0,72.0
10217,60003760,60004588,109400000.0,125300000.0,19,8,244,20,169700000.0,169861000.0,5.0
10217,60003760,60008494,109400000.0,126000000.0,19,2,244,33,116000000.0,116359000.0,27.0
10217,60003760,60011866,109400000.0,129700000.0,19,3,244,17,116800000.0,116895000.0,28.0
10221,60003760,60004588,21310000.0,23890000.0,15,2,413,65,24430000.0,24437700.0,62.0
10221,60008494,60004588,20500000.0,23890000.0,1,2,10,65,24430000.0,24437700.0,62.0
10221,60011866,60004588,19500000.0,23890000.0,2,2,24,65,24430000.0,24437700.0,62.0
10222,60003760,60004588,110500000.0,125500000.0,5,7,151,16,137800000.0,137800000.0,6.0
10222,60003760,60011866,110500000.0,128800000.0,5,3,151,19,116600000.0,116862000.0,28.0
10222,60008494,60011866,116400000.0,128800000.0,2,3,15,19,116600000.0,116862000.0,28.0
10225,60003760,60004588,21500000.0,24770000.0,2,5,314,55,22000000.0,22128400.0,56.0
10225,60008494,60004588,21990000.0,24770000.0,4,5,26,55,22000000.0,22128400.0,56.0
10225,60011866,60004588,22000000.0,24770000.0,1,5,6,55,22000000.0,22128400.0,56.0
10226,60003760,60004588,108100000.0,124400000.0,2,3,115,11,123200000.0,123200000.0,3.0
10226,60003760,60008494,108100000.0,122200000.0,2,1,115,21,114900000.0,115625000.0,20.0
10226,60003760,60011866,108100000.0,124800000.0,2,3,115,13,116900000.0,116961000.0,13.0
10226,60005686,60004588,112700000.0,124400000.0,5,3,19,11,123200000.0,123200000.0,3.0
10226,60005686,60011866,112700000.0,124800000.0,5,3,19,13,116900000.0,116961000.0,13.0
10228,60003760,60004588,18850000.0,24150000.0,21,3,113,3,31900000.0,31909500.0,34.0
10228,60003760,60008494,18850000.0,22900000.0,21,3,113,41,24530000.0,24628800.0,29.0
10228,60003760,60011866,18850000.0,24490000.0,21,1,113,15,24470000.0,24478600.0,27.0
10244,60003760,60004588,24180000.0,32090000.0,10,9,97,10,32090000.0,32090000.0,12.0
10244,60003760,60011866,24180000.0,34960000.0,10,7,97,9,34950000.0,34959300.0,9.0
10244,60008494,60003760,20000000.0,24180000.0,8,10,9,97,19700000.0,19790000.0,129.0
10244,60008494,60004588,20000000.0,32090000.0,8,9,9,10,32090000.0,32090000.0,12.0
10244,60008494,60011866,20000000.0,34960000.0,8,7,9,9,34950000.0,34959300.0,9.0
10246,60003760,60004588,19890.0,71980.0,564,100,995,188,19970.0,19972.3,3109.0
10246,60003760,60008494,19890.0,33900.0,564,57,995,8820,12200.0,30471.4,4824.0
10246,60005686,60004588,18400.0,71980.0,174,100,1476,188,19970.0,19972.3,3109.0
10246,60005686,60008494,18400.0,33900.0,174,57,1476,8820,12200.0,30471.4,4824.0
10246,60008494,60004588,33900.0,71980.0,57,100,8820,188,19970.0,19972.3,3109.0
10246,60011866,60003760,13350.0,19890.0,769,564,1055,995,10110.0,15763.6,32476.0
10246,60011866,60004588,13350.0,71980.0,769,100,1055,188,19970.0,19972.3,3109.0
10246,60011866,60008494,13350.0,33900.0,769,57,1055,8820,12200.0,30471.4,4824.0
10247,60003760,60004588,20980000.0,28010000.0,14,2,57,2,31220000.0,31527900.0,1.0
10247,60003760,60011866,20980000.0,24980000.0,14,4,57,4,21960000.0,21960000.0,8.0
10247,60005686,60004588,24000000.0,28010000.0,5,2,5,2,31220000.0,31527900.0,1.0
10247,60011866,60004588,24980000.0,28010000.0,4,2,4,2,31220000.0,31527900.0,1.0
10250,60003760,60008494,898000.0,994900.0,11,6,2875,2411,984300.0,984623.0,2131.0
10629,60003760,60004588,8780.0,120000.0,9198,14,10231,14,11400.0,11412.5,449.0
10629,60003760,60011866,8780.0,11700.0,9198,196,10231,524,8436.0,8436.0,1548.0
10629,60005686,60004588,9585.0,120000.0,71,14,6550,14,11400.0,11412.5,449.0
10629,60005686,60011866,9585.0,11700.0,71,196,6550,524,8436.0,8436.0,1548.0
10629,60008494,60003760,6679.0,8780.0,252,9198,407,10231,5069.0,11647.3,4268.0
10629,60008494,60004588,6679.0,120000.0,252,14,407,14,11400.0,11412.5,449.0
10629,60008494,60011866,6679.0,11700.0,252,196,407,524,8436.0,8436.0,1548.0
10629,60011866,60004588,11700.0,120000.0,196,14,524,14,11400.0,11412.5,449.0
10631,60003760,60008494,472600.0,555500.0,127,50,2679,96,458000.0,458438.0,653.0
10631,60004588,60008494,477900.0,555500.0,15,50,64,96,458000.0,458438.0,653.0
10631,60005686,60008494,472200.0,555500.0,38,50,501,96,458000.0,458438.0,653.0
10631,60011866,60008494,494500.0,555500.0,17,50,63,96,458000.0,458438.0,653.0
10678,60003760,60004588,21490.0,225000.0,4,8,297,8,59990.0,59990.0,349.0
10678,60005686,60004588,49990.0,225000.0,13,8,13,8,59990.0,59990.0,349.0
10678,60008494,60003760,1001.0,21490.0,2,4,2,297,6213.0,22043.8,227.0
10678,60008494,60004588,1001.0,225000.0,2,8,2,8,59990.0,59990.0,349.0
10678,60008494,60011866,1001.0,19950.0,2,297,2,1735,58990.0,58998.9,1834.0
10678,60011866,60004588,19950.0,225000.0,297,8,1735,8,59990.0,59990.0,349.0
10680,60003760,60011866,2903000.0,4480000.0,10,10,188,194,1048000.0,1048730.0,272.0
10680,60004588,60003760,2196000.0,2903000.0,10,10,124,188,825000.0,863021.0,3838.0
10680,60004588,60011866,2196000.0,4480000.0,10,10,124,194,1048000.0,1048730.0,272.0
10680,60005686,60003760,1325000.0,2903000.0,40,10,40,188,825000.0,863021.0,3838.0
10680,60005686,60004588,1325000.0,2196000.0,40,10,40,124,995500.0,1096450.0,254.0
10680,60005686,60011866,1325000.0,4480000.0,40,10,40,194,1048000.0,1048730.0,272.0
10680,60008494,60003760,1199000.0,2903000.0,19,10,162,188,825000.0,863021.0,3838.0
10680,60008494,60004588,1199000.0,2196000.0,19,10,162,124,995500.0,1096450.0,254.0
10680,60008494,60011866,1199000.0,4480000.0,19,10,162,194,1048000.0,1048730.0,272.0
10688,60003760,60004588,6994.0,595000.0,2,1,2382,1,53510.0,54550.5,38.0
10688,60003760,60008494,6994.0,28990.0,2,77,2382,77,99980.0,99987.3,7.0
10688,60003760,60011866,6994.0,44970.0,2,2,2382,57,71500.0,71848.2,1406.0
10688,60005686,60004588,10940.0,595000.0,915,1,921,1,53510.0,54550.5,38.0
10688,60005686,60008494,10940.0,28990.0,915,77,921,77,99980.0,99987.3,7.0
10688,60005686,60011866,10940.0,44970.0,915,2,921,57,71500.0,71848.2,1406.0
10688,60008494,60004588,28990.0,595000.0,77,1,77,1,53510.0,54550.5,38.0
10688,60008494,60011866,28990.0,44970.0,77,2,77,57,71500.0,71848.2,1406.0
10688,60011866,60004588,44970.0,595000.0,2,1,57,1,53510.0,54550.5,38.0
10690,60003760,60004588,9076.0,69990.0,5,1,1792,1,72210.0,72210.0,47.0
10690,60003760,60008494,9076.0,33970.0,5,33,1792,434,42480.0,42480.0,293.0
10690,60003760,60011866,9076.0,189900000.0,5,2,1792,2,60000.0,74458.9,108.0
10690,60004588,60011866,69990.0,189900000.0,1,2,1,2,60000.0,74458.9,108.0
10690,60005686,60011866,342300.0,189900000.0,10,2,10,2,60000.0,74458.9,108.0
10690,60008494,60004588,33970.0,69990.0,33,1,434,1,72210.0,72210.0,47.0
10690,60008494,60011866,33970.0,189900000.0,33,2,434,2,60000.0,74458.9,108.0
10692,60003760,60004588,23080.0,87000.0,89,2,3947,45,119600.0,119600.0,91.0
10692,60003760,60008494,23080.0,45000.0,89,1,3947,1,144800.0,144825.0,325.0
10692,60003760,60011866,23080.0,277800.0,89,281,3947,282,7905.0,327918.0,134.0
10692,60004588,60011866,87000.0,277800.0,2,281,45,282,7905.0,327918.0,134.0
10692,60005686,60011866,248300.0,277800.0,2,281,4,282,7905.0,327918.0,134.0
10692,60008494,60004588,45000.0,87000.0,1,2,1,45,119600.0,119600.0,91.0
10692,60008494,60011866,45000.0,277800.0,1,281,1,282,7905.0,327918.0,134.0
10694,60003760,60004588,346900.0,594900.0,3,2,863,177,413200.0,417807.0,214.0
10694,60003760,60011866,346900.0,400000.0,3,2,863,2,101700.0,587705.0,28.0
10694,60008494,60004588,347000.0,594900.0,288,2,288,177,413200.0,417807.0,214.0
10694,60008494,60011866,347000.0,400000.0,288,2,288,2,101700.0,587705.0,28.0
10694,60011866,60004588,400000.0,594900.0,2,2,2,177,413200.0,417807.0,214.0
10836,60004588,60003760,89950.0,99000.0,18,234,33,586,68780.0,68788.4,2078.0
10836,60008494,60003760,82990.0,99000.0,20,234,1466,586,68780.0,68788.4,2078.0
10836,60011866,60003760,51400.0,99000.0,87,234,164,586,68780.0,68788.4,2078.0
10836,60011866,60004588,51400.0,89950.0,87,18,164,33,60510.0,63648.9,52.0
10836,60011866,60008494,51400.0,82990.0,87,20,164,1466,81020.0,81020.0,1684.0
10838,60003760,60004588,445200.0,498000.0,38,15,1044,164,449900.0,449900.0,235.0
10838,60003760,60011866,445200.0,581700.0,38,4,1044,12,341000.0,353571.0,56.0
10838,60004588,60011866,498000.0,581700.0,15,4,164,12,341000.0,353571.0,56.0
10838,60005686,60004588,450000.0,498000.0,569,15,569,164,449900.0,449900.0,235.0
10838,60005686,60011866,450000.0,581700.0,569,4,569,12,341000.0,353571.0,56.0
10838,60008494,60003760,299500.0,445200.0,296,38,442,1044,409100.0,409177.0,25.0
10838,60008494,60004588,299500.0,498000.0,296,15,442,164,449900.0,449900.0,235.0
10838,60008494,60011866,299500.0,581700.0,296,4,442,12,341000.0,353571.0,56.0
10839,60011866,60003760,1300000.0,1458560.0,1,352,1,352,1458560.0,1458560.0,352.0
10840,60003760,60008494,1440000.0,6823000.0,30,4,146,4,2399000.0,2399950.0,106.0
10840,60003760,60011866,1440000.0,3180000.0,30,39,146,124,2700000.0,2712860.0,102.0
10840,60011866,60008494,3180000.0,6823000.0,39,4,124,4,2399000.0,2399950.0,106.0
10842,60003760,60008494,5500000.0,7459000.0,1,9,433,48,5500000.0,5508110.0,31.0
10842,60004588,60008494,5120000.0,7459000.0,1,9,1,48,5500000.0,5508110.0,31.0
10842,60004588,60011866,5120000.0,5797000.0,1,1,1,170,4900000.0,4960290.0,174.0
10842,60005686,60008494,5892000.0,7459000.0,19,9,24,48,5500000.0,5508110.0,31.0
10842,60011866,60008494,5797000.0,7459000.0,1,9,170,48,5500000.0,5508110.0,31.0
10850,60003760,60004588,775900.0,1434000.0,60,4,792,114,996600.0,997946.0,148.0
10850,60003760,60011866,775900.0,1031000.0,60,66,792,374,909300.0,913348.0,810.0
10850,60005686,60004588,974400.0,1434000.0,3,4,473,114,996600.0,997946.0,148.0
10850,60008494,60004588,817700.0,1434000.0,12,4,126,114,996600.0,997946.0,148.0
10850,60008494,60011866,817700.0,1031000.0,12,66,126,374,909300.0,913348.0,810.0
10850,60011866,60004588,1031000.0,1434000.0,66,4,374,114,996600.0,997946.0,148.0
10858,60003760,60004588,2103000.0,3659000.0,69,1,236,113,2358000.0,2358710.0,154.0
10858,60003760,60008494,2103000.0,2474000.0,69,20,236,547,1952000.0,1955250.0,314.0
10858,60005686,60004588,2457000.0,3659000.0,3,1,37,113,2358000.0,2358710.0,154.0
10858,60008494,60004588,2474000.0,3659000.0,20,1,547,113,2358000.0,2358710.0,154.0
10858,60011866,60004588,1972000.0,3659000.0,19,1,19,113,2358000.0,2358710.0,154.0
10858,60011866,60008494,1972000.0,2474000.0,19,20,19,547,1952000.0,1955250.0,314.0
10868,60003760,60004588,27970.0,32990.0,4511,222,4960,222,6106.0,24314.9,46.0
10868,60008494,60003760,12040.0,27970.0,13,4511,13,4960,10260.0,16003600.0,330.0
10868,60008494,60004588,12040.0,32990.0,13,222,13,222,6106.0,24314.9,46.0
10868,60008494,60011866,12040.0,27770.0,13,24,13,36,25700.0,27234.6,26.0
10868,60011866,60004588,27770.0,32990.0,24,222,36,222,6106.0,24314.9,46.0
10876,60003760,60008494,99980.0,144000.0,25,11,7324,39,4100000.0,4171120.0,167.0
10876,60003760,60011866,99980.0,117700.0,25,5,7324,5,80000.0,93082.1,396.0
10876,60004588,60008494,107400.0,144000.0,137,11,139,39,4100000.0,4171120.0,167.0
10876,60011866,60008494,117700.0,144000.0,5,11,5,39,4100000.0,4171120.0,167.0
10880,60003760,60004588,96470.0,118300.0,41,20,4555,20,125400.0,125400.0,380.0
10880,60005686,60004588,98500.0,118300.0,19,20,317,20,125400.0,125400.0,380.0
10880,60008494,60004588,96120.0,118300.0,16,20,491,20,125400.0,125400.0,380.0
10880,60011866,60003760,50000.0,96470.0,3,41,3,4555,92030.0,95216.8,2485.0
10880,60011866,60004588,50000.0,118300.0,3,20,3,20,125400.0,125400.0,380.0
10880,60011866,60008494,50000.0,96120.0,3,16,3,491,149700.0,150432.0,629.0
10884,60003760,60004588,307800.0,345000.0,121,13,1226,16,300000.0,347261.0,89.0
10884,60003760,60008494,307800.0,373000.0,121,10,1226,42,280700.0,338595.0,716.0
10884,60003760,60011866,307800.0,499000.0,121,11,1226,11,328000.0,341821.0,76.0
10884,60004588,60011866,345000.0,499000.0,13,11,16,11,328000.0,341821.0,76.0
10884,60005686,60004588,297600.0,345000.0,1,13,25,16,300000.0,347261.0,89.0
10884,60005686,60008494,297600.0,373000.0,1,10,25,42,280700.0,338595.0,716.0
10884,60005686,60011866,297600.0,499000.0,1,11,25,11,328000.0,341821.0,76.0
10884,60008494,60011866,373000.0,499000.0,10,11,42,11,328000.0,341821.0,76.0
10888,60003760,60004588,310000.0,399900.0,36,19,606,27,299900.0,299904.0,24.0
10888,60005686,60004588,309900.0,399900.0,9,19,166,27,299900.0,299904.0,24.0
10888,60008494,60003760,223000.0,310000.0,23,36,25,606,307700.0,375909.0,1334.0
10888,60008494,60004588,223000.0,399900.0,23,19,25,27,299900.0,299904.0,24.0
10888,60008494,60011866,223000.0,311300.0,23,1,25,1,349000.0,359786.0,185.0
